player_name,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Pawel Golanski,64.57,66.07,66.29,38.71,63.14,66.07,56.0,62.0,41.5,67.21,64.0,59.64,72.36,69.07,68.14,62.57,63.5,75.0,64.71,72.64,70.86,44.36,83.86,58.43,48.36,54.57,42.07,63.57,63.0,67.64,10.0,10.14,16.0,11.71,12.5,DEF
Pawel Jaroszynski,56.44,64.56,42.11,32.56,59.33,44.0,43.0,46.22,45.11,36.89,49.44,47.22,66.33,62.78,47.78,51.44,54.67,48.33,71.0,64.0,68.0,32.89,68.22,46.33,27.11,28.56,41.89,57.33,63.0,59.44,7.33,14.33,9.33,8.33,12.33,DEF
Pawel Kieszek,69.5,72.0,18.64,20.32,21.32,30.09,17.77,19.18,17.36,17.14,43.82,23.18,45.27,44.18,39.27,75.09,43.18,36.91,76.0,34.36,66.5,17.32,36.41,26.45,20.27,29.86,29.27,19.95,18.68,19.14,70.14,67.68,62.95,68.77,71.09,GK
Pawel Moskwik,56.88,61.0,42.12,59.0,52.62,49.38,52.38,61.88,46.38,30.38,39.25,50.88,74.12,65.38,65.88,56.88,66.12,61.88,53.0,62.25,58.0,56.88,33.38,44.88,48.12,54.38,61.88,42.5,44.62,47.0,13.38,13.38,7.38,7.38,10.38,FW
Pawel Oleksy,62.29,67.86,60.0,45.5,62.29,52.07,36.29,51.36,40.86,30.29,60.57,52.86,67.71,67.0,62.0,53.57,61.0,40.29,53.86,58.0,59.0,45.29,64.57,70.64,53.0,31.86,35.29,67.07,66.43,61.0,15.29,14.29,14.29,9.29,8.29,DEF
Pawel Olkowski,68.97,74.21,67.83,42.1,54.14,66.21,48.72,67.24,43.79,35.34,56.9,65.21,85.79,86.79,76.55,72.52,66.1,59.31,60.86,85.69,70.52,54.55,64.69,60.83,64.45,49.86,46.34,64.86,67.1,67.28,12.34,14.34,9.34,14.34,9.34,DEF
Pawel Sasin,60.0,61.67,57.75,36.58,44.08,53.92,47.92,61.58,51.92,39.5,53.75,58.58,73.92,68.5,71.42,65.17,66.5,48.58,40.83,87.25,52.42,48.58,52.58,55.67,55.25,50.92,42.92,57.58,55.92,57.5,6.08,9.58,24.08,11.08,11.42,DEF
Pawel Sobolewski,63.9,66.33,63.95,58.71,37.0,63.67,56.0,67.67,69.86,59.57,59.24,68.62,76.43,76.81,78.9,63.76,71.43,58.0,67.62,63.1,56.57,51.29,76.86,48.9,50.71,63.76,58.9,36.0,44.33,39.67,8.43,11.29,21.43,16.43,11.29,MID
Pawel Stolarski,60.46,71.62,61.46,49.0,54.08,61.31,52.0,59.69,44.62,38.62,60.46,60.77,75.15,81.15,73.38,46.0,65.0,51.62,57.08,77.92,62.15,48.31,44.38,51.15,44.23,40.08,54.62,55.69,51.77,59.31,10.0,12.0,15.0,7.0,9.0,DEF
Pawel Wojciechowski,62.12,67.62,49.0,62.5,52.38,54.25,62.0,61.88,61.0,57.0,48.0,60.75,72.75,69.38,70.0,65.5,61.0,61.88,53.0,62.12,52.5,62.0,49.0,41.75,66.12,57.0,58.38,38.0,29.0,31.0,10.38,12.0,21.75,17.62,12.62,FW
Pawel Wszolek,67.88,73.92,68.2,54.8,54.76,66.32,54.0,70.4,59.04,49.52,64.4,69.64,73.76,75.48,64.6,63.64,60.92,60.56,60.84,70.68,75.52,55.52,63.44,43.64,70.84,64.24,48.52,35.44,43.56,35.8,13.92,11.92,9.92,9.92,9.92,MID
Pecks,63.58,74.0,45.25,26.0,66.33,51.17,31.5,34.5,32.0,30.0,49.08,45.92,47.17,51.75,48.0,53.17,48.25,47.75,68.75,70.75,77.0,26.0,75.75,63.25,29.75,37.0,39.0,64.33,67.42,60.58,12.0,12.0,14.0,11.0,14.0,DEF
Pedro Bigas,68.47,74.58,63.58,49.32,47.47,63.05,43.26,50.0,45.26,42.26,59.53,60.37,75.05,75.84,65.58,67.74,64.21,61.26,74.32,78.63,70.84,46.26,71.84,72.11,56.89,46.47,47.58,72.58,72.74,70.89,14.26,13.26,8.26,12.26,10.26,DEF
Pedro Botelho,69.35,74.35,72.47,56.41,60.59,59.82,61.0,68.82,69.0,66.24,60.24,70.06,72.59,74.82,75.12,72.41,61.53,74.24,67.0,81.18,68.12,57.35,69.29,63.12,65.06,58.94,58.24,64.94,66.71,76.71,6.0,17.76,31.06,15.82,14.53,DEF
Pedro Chirivella,57.0,66.0,47.0,38.0,55.0,64.0,37.0,58.0,48.0,45.0,61.0,55.0,52.0,55.0,56.0,52.0,60.0,56.0,62.0,48.0,59.0,38.0,60.0,49.0,44.0,59.0,49.0,58.0,59.0,68.0,13.0,14.0,12.0,8.0,14.0,DEF
Pedro Coronas,64.64,68.0,64.36,61.55,46.36,60.82,52.36,66.73,63.82,50.18,50.18,66.64,75.55,77.0,70.18,59.82,73.0,68.45,47.0,60.0,58.82,58.82,39.09,39.73,61.73,55.27,58.18,39.45,43.55,45.82,8.36,7.36,9.36,8.36,13.36,MID
Pedro Correia,62.18,66.18,58.35,46.71,61.18,58.47,40.29,52.35,43.53,56.71,50.06,57.06,67.41,64.82,72.71,61.88,76.0,59.65,72.0,70.12,62.06,52.06,62.06,59.12,46.12,52.24,61.41,63.18,63.53,63.41,15.18,15.18,9.18,9.18,6.18,DEF
Pedro Costa,61.56,62.89,63.33,41.0,46.44,61.0,42.0,58.78,54.0,40.44,55.0,57.44,67.56,68.56,77.0,60.33,86.0,46.78,76.0,67.0,51.33,44.11,60.56,64.11,56.56,47.0,52.0,62.33,63.56,62.0,13.0,16.33,26.33,15.0,17.67,DEF
Pedro Henrique,67.57,72.43,52.17,59.7,32.35,65.26,57.83,77.09,61.13,53.91,53.26,70.0,80.0,80.96,83.7,58.87,71.7,63.09,37.09,64.7,52.39,54.83,38.61,22.61,77.65,67.13,47.35,21.35,26.35,31.35,10.26,13.26,9.26,9.26,11.26,MID
Pedro Lemos,59.0,68.0,60.0,29.0,59.0,49.5,27.0,50.0,55.0,34.0,40.0,50.0,69.0,69.0,62.0,55.0,68.0,35.0,63.0,67.0,63.0,33.0,60.0,59.0,39.0,40.0,51.0,52.0,68.0,59.0,9.0,8.0,9.0,12.0,6.0,DEF
Pedro Leon,77.44,80.11,85.11,70.22,55.15,79.93,71.07,79.85,86.11,79.0,82.67,77.48,72.19,73.63,68.78,71.63,73.07,76.44,44.19,64.3,61.04,72.74,56.11,48.78,71.15,80.52,69.3,34.0,46.07,41.11,8.78,13.37,23.78,15.59,16.33,MID
Pedro Lopez,72.16,73.39,75.0,46.74,57.03,68.94,49.29,68.58,67.74,54.97,66.65,73.06,76.06,75.71,72.35,74.58,73.1,78.13,69.87,75.84,67.61,67.42,69.94,73.16,59.9,59.23,57.61,69.84,74.19,73.87,9.39,12.26,24.52,12.29,14.16,DEF
Pedro Mba Obiang,71.65,80.35,66.05,49.6,67.95,76.15,59.85,67.35,54.05,61.85,73.45,75.2,69.95,68.7,71.05,66.85,62.45,72.5,73.55,74.4,76.75,62.05,73.5,70.8,63.15,73.7,57.85,63.45,70.85,67.15,8.85,6.85,6.85,5.85,6.85,MID
Pedro Mendes,70.71,77.18,27.82,26.35,68.0,52.18,23.71,50.47,47.82,55.35,53.12,57.29,65.53,68.06,60.06,63.88,54.53,66.82,74.29,66.18,75.47,27.88,68.65,72.12,33.06,39.47,38.35,75.24,75.53,72.35,9.82,5.82,12.82,9.82,9.82,DEF
Pedro Mendes,77.1,80.5,77.3,64.2,65.4,83.8,77.6,73.2,74.0,78.2,81.4,81.5,66.4,68.1,73.4,70.6,77.0,84.3,71.3,72.5,74.6,85.3,73.1,74.9,70.2,82.7,77.1,63.9,70.9,72.2,5.9,16.8,55.2,13.8,16.2,MID
Pedro Monteiro,64.17,72.17,34.17,21.17,68.5,50.17,35.17,30.17,33.17,31.17,38.17,45.17,46.5,48.17,40.0,59.17,42.0,47.17,54.0,59.0,79.5,28.17,64.17,61.17,23.17,31.17,39.17,63.17,67.5,64.5,7.17,7.17,13.17,7.17,10.17,DEF
Pedro Morales,75.18,75.71,78.56,70.15,55.26,72.62,71.44,75.24,80.24,75.71,76.47,77.5,70.53,68.76,76.12,71.44,69.06,81.53,58.47,62.47,46.53,81.26,42.44,26.0,74.26,75.56,74.5,25.26,34.56,24.82,6.26,10.26,14.26,6.26,6.26,MID
Pedro Moreira,67.09,71.73,49.36,56.82,66.73,73.36,49.36,63.0,63.0,48.27,67.73,69.36,62.64,66.27,57.36,68.36,62.64,71.0,65.82,74.18,67.64,62.82,72.91,71.18,57.45,65.36,50.36,62.18,66.64,67.45,13.36,11.36,13.36,10.36,11.36,MID
Pedro Moreira,64.86,66.86,62.14,48.0,59.0,61.71,53.0,58.29,57.0,43.0,62.71,61.14,64.14,64.0,59.29,66.43,71.86,52.0,64.86,70.0,63.29,49.0,69.0,65.86,56.0,57.71,41.0,64.43,65.86,65.29,15.0,14.0,15.0,6.0,5.0,DEF
Pedro Mosquera,68.55,73.6,59.7,50.7,56.1,77.2,46.1,63.9,73.2,70.8,75.05,71.15,67.25,61.45,68.25,65.55,61.55,56.4,62.6,72.65,65.3,51.95,53.15,60.1,65.4,75.6,55.7,50.8,58.45,49.8,7.85,15.45,17.65,14.65,11.45,MID
Pedro Munitis,78.7,83.1,78.5,70.5,60.7,75.8,63.0,84.6,84.0,55.9,67.6,79.9,82.7,82.6,71.4,74.2,78.4,75.8,65.6,69.5,65.0,70.0,64.0,66.2,76.0,85.0,75.4,21.2,22.4,23.0,13.0,17.5,45.2,16.4,18.8,MID
Pedro Nuno,61.78,70.78,65.44,51.89,39.44,63.67,54.44,66.44,54.44,49.22,57.67,62.89,70.22,70.33,74.22,51.0,69.0,61.78,67.0,54.0,44.78,57.0,48.78,34.22,56.33,56.78,45.44,28.44,32.44,27.44,13.44,8.44,7.44,10.44,14.44,MID
Pedro Oldoni,68.1,72.5,57.2,68.2,71.8,63.1,64.0,65.9,57.0,54.2,53.8,66.8,64.6,61.9,57.0,66.7,38.0,68.6,52.0,66.7,73.9,65.5,54.5,51.2,70.5,58.0,65.3,27.0,39.0,21.0,9.8,13.8,34.7,14.4,16.6,FW
Pedro Orfila Artime,62.17,67.83,63.5,23.33,43.39,57.17,22.17,55.17,61.17,45.17,52.17,56.83,72.11,74.0,71.89,59.17,68.83,42.17,57.0,73.5,63.0,29.17,57.17,69.17,51.17,53.17,45.5,63.33,62.17,62.33,8.5,8.17,19.83,14.0,10.67,DEF
Pedro Pereira,62.22,76.22,63.33,35.0,54.0,54.33,35.0,58.0,46.0,35.0,38.89,57.78,68.78,66.56,64.89,61.33,76.0,35.0,58.0,65.33,47.0,28.0,60.67,65.33,58.89,40.0,48.0,58.67,62.0,65.0,10.0,6.0,9.0,11.0,12.0,DEF
Pedro Pereira,64.0,64.0,61.0,54.0,68.0,59.0,52.0,68.0,48.0,52.0,53.0,66.0,77.0,69.0,79.0,50.0,73.0,71.0,51.0,83.0,67.0,57.0,59.0,46.0,64.0,52.0,46.0,25.0,22.0,20.0,8.0,11.0,11.0,6.0,8.0,MID
Pedro Queiros,64.47,66.13,62.4,30.2,55.2,60.8,29.2,56.33,35.0,28.0,54.73,58.87,68.93,69.87,63.0,61.87,70.73,47.0,66.8,75.4,68.87,38.4,65.87,64.53,48.4,54.4,35.6,65.2,65.6,65.13,9.0,9.0,9.0,6.0,5.0,DEF
Pedro Ramirez,64.33,70.0,53.33,52.33,45.33,64.33,49.33,64.33,49.33,48.33,61.33,61.33,73.0,75.0,88.0,66.33,91.0,62.33,57.33,75.0,34.0,57.33,45.33,33.33,63.33,65.33,62.33,21.33,23.33,23.0,14.33,9.33,7.33,7.33,13.33,MID
Pedro Ribeiro,65.0,65.0,53.0,26.0,61.0,50.0,27.0,40.0,33.0,44.0,52.0,52.0,61.0,70.43,52.0,62.0,56.0,34.0,84.0,57.0,74.0,39.0,71.0,66.0,30.0,42.0,51.0,65.0,68.0,63.0,6.0,13.0,12.0,14.0,15.0,DEF
Pedro Rios,70.5,71.32,74.32,64.89,46.39,64.46,57.43,75.64,74.29,59.29,60.18,72.54,74.39,75.21,71.36,69.0,69.29,72.25,60.79,62.64,53.82,67.21,55.64,44.0,69.89,69.79,61.61,26.5,30.07,28.86,8.11,12.11,20.11,9.79,10.64,MID
Pedro Rodriguez,80.41,84.55,75.91,78.77,58.36,80.77,70.91,81.91,80.68,54.27,71.59,83.32,84.09,80.68,82.77,81.05,79.0,70.23,67.0,75.18,56.0,72.41,56.73,52.59,82.23,76.0,65.09,28.91,30.64,31.0,5.0,13.5,23.68,16.59,11.95,MID
Pedro Santos,71.05,73.86,66.52,66.9,59.76,66.9,53.86,73.9,73.81,55.95,63.48,73.19,82.19,81.76,81.24,68.81,81.95,70.48,72.1,70.0,52.33,69.71,42.1,33.24,69.14,64.29,68.81,22.24,24.67,25.24,13.24,7.24,11.24,11.24,6.24,MID
Pedro Silva,70.5,73.5,70.5,59.0,61.67,73.0,44.0,67.17,68.0,68.0,70.83,72.17,71.33,75.0,73.5,71.67,74.17,65.0,71.83,72.67,73.83,67.0,73.83,68.67,71.67,74.17,68.67,69.5,70.5,68.0,9.33,18.0,51.0,17.0,18.0,MID
Pedro Tiba,70.07,73.7,65.19,61.41,56.3,72.93,53.44,70.81,65.26,55.22,66.89,72.74,74.33,71.19,72.11,66.93,69.04,72.85,65.04,82.07,73.56,65.11,66.78,58.89,68.22,69.37,59.59,52.96,58.44,52.85,15.26,6.26,12.26,5.26,14.26,MID
Pedro Trigueira,67.73,69.55,16.64,16.91,17.0,20.82,11.82,24.73,16.0,13.0,33.64,10.0,45.0,45.0,54.0,64.18,51.0,14.0,67.0,36.0,67.0,20.82,36.09,21.27,19.73,31.0,20.0,15.18,21.36,22.0,70.82,66.36,68.45,65.36,69.91,GK
Peer Kluge,72.67,75.61,66.72,54.11,61.94,75.28,63.94,66.61,54.0,57.83,68.61,72.39,64.94,66.33,67.94,68.56,72.89,59.67,64.67,80.5,68.94,57.56,76.17,79.0,64.0,70.78,60.67,66.28,68.17,71.11,7.33,16.83,30.94,16.72,16.94,MID
Peet Bijen,62.5,72.75,32.5,26.5,67.0,55.0,27.5,38.5,35.5,33.5,50.5,44.5,58.0,57.0,51.0,57.0,65.0,49.5,70.0,62.0,73.0,40.5,58.5,61.0,28.5,25.5,35.5,64.0,62.5,64.5,7.5,5.5,9.5,9.5,14.5,DEF
Peguy Luyindula,69.03,70.24,66.38,66.5,65.68,70.82,73.18,68.53,60.44,55.85,60.03,71.18,67.12,66.44,75.71,68.71,72.5,72.32,69.62,68.09,65.41,63.0,57.88,43.65,69.65,70.44,75.24,37.85,34.03,38.74,12.06,9.15,17.41,9.18,9.15,MID
Pele van Anholt,66.65,72.4,60.3,44.3,63.35,63.15,51.65,64.8,51.6,43.75,62.0,65.4,77.2,76.2,72.1,64.7,85.7,76.75,86.9,73.75,72.05,49.55,74.4,63.95,55.95,60.35,55.15,66.6,67.0,66.85,8.15,6.15,15.15,9.15,8.15,DEF
Pele,68.48,77.62,63.93,45.59,64.41,72.55,51.59,66.28,61.62,55.45,69.76,70.83,75.34,69.0,76.31,70.14,63.0,67.55,71.0,75.97,72.76,63.62,75.24,65.52,60.34,60.48,66.62,61.52,61.9,62.93,13.66,11.66,12.69,11.66,4.66,MID
Pele,70.7,76.8,57.8,52.7,59.8,75.1,42.0,61.7,47.0,62.0,72.3,71.3,73.6,75.4,69.0,66.5,53.0,76.0,55.0,75.4,79.5,73.1,63.5,67.4,64.8,63.0,63.9,61.2,65.7,58.0,8.5,16.5,51.6,16.2,19.2,MID
Pelle Jensen,62.0,68.0,36.0,33.0,67.0,56.0,27.0,38.0,29.0,34.0,42.0,48.0,54.0,57.25,48.0,58.0,37.0,52.0,32.0,51.0,76.75,35.0,65.0,60.0,35.0,27.0,46.0,62.0,65.0,58.0,12.0,11.0,15.0,14.0,9.0,DEF
Pelle van Amersfoort,60.0,72.8,34.0,65.4,63.4,54.6,45.0,55.6,40.0,39.0,40.0,60.2,58.4,58.6,51.0,52.6,47.6,60.4,63.4,51.2,70.8,54.0,63.0,25.0,60.6,48.0,62.0,25.0,25.0,25.0,14.0,13.0,8.0,12.0,12.0,FW
Peniel Kokou Mlapa,67.8,74.0,53.6,64.92,63.8,63.0,62.44,70.28,65.2,43.24,58.76,68.04,75.2,80.2,65.88,65.88,58.8,71.92,74.2,69.32,82.24,62.16,73.96,33.92,66.2,57.4,61.16,20.88,34.12,33.8,6.72,10.0,15.48,7.36,13.52,FW
Pepe Reina,82.5,83.23,16.0,17.53,17.0,20.87,14.73,15.37,14.73,17.23,32.63,23.0,51.6,62.03,50.0,82.37,57.43,27.83,73.47,39.53,66.73,18.27,33.43,31.5,24.2,42.7,38.73,16.53,18.83,16.3,82.7,78.6,87.13,82.2,84.23,GK
Pepe,83.53,85.65,44.12,46.0,81.41,69.35,23.0,58.0,44.0,48.76,63.59,63.18,74.59,77.94,64.82,77.41,68.35,59.82,82.06,76.35,83.47,56.0,88.24,84.29,55.65,62.0,64.06,83.76,85.94,92.88,7.29,17.0,27.06,13.41,14.06,DEF
Pepe,62.33,65.33,30.0,66.0,68.0,50.0,55.0,65.0,45.0,40.0,34.0,56.0,58.33,56.0,69.0,55.0,66.0,68.0,70.0,61.67,78.33,60.0,34.0,13.0,58.0,47.0,70.33,19.0,14.0,20.0,9.0,13.0,10.0,15.0,12.0,FW
Per Ciljan Skjelbred,73.97,77.82,67.95,53.85,56.15,77.0,61.65,75.92,65.95,58.28,73.18,77.78,71.97,70.03,80.47,75.08,79.68,69.1,74.58,83.25,64.5,61.55,75.75,72.42,67.5,75.72,56.35,60.15,63.38,59.5,7.28,13.75,19.02,7.85,8.8,MID
Per Kroeldrup,74.44,77.12,48.38,37.88,76.62,64.19,45.0,38.5,41.0,46.88,59.81,56.31,59.5,62.94,54.75,65.88,51.75,65.25,74.06,56.94,87.88,47.12,68.31,75.06,51.62,51.12,53.56,77.38,75.38,71.38,7.06,12.38,30.56,13.25,12.06,DEF
Per Mertesacker,82.18,82.91,38.0,33.32,90.26,68.79,30.0,36.71,39.0,46.06,58.0,64.21,37.15,43.53,31.88,81.68,39.94,71.59,39.82,67.26,88.12,25.29,70.03,85.88,51.38,60.91,47.15,86.5,87.29,82.91,12.0,13.74,12.79,12.91,9.71,DEF
Per Nilsson,71.68,73.28,39.28,27.24,76.24,63.6,43.24,32.24,33.24,26.8,48.2,61.56,43.72,45.16,34.64,71.16,52.4,67.24,57.08,59.04,80.32,58.88,76.88,71.56,46.32,54.44,50.12,73.2,72.84,69.72,8.76,8.72,24.0,15.64,14.8,DEF
Perez Richi,65.33,67.5,54.5,59.67,72.0,68.5,58.0,60.67,70.0,48.33,61.67,68.5,57.17,48.0,46.0,68.0,57.0,64.17,27.0,58.17,71.67,51.17,59.67,66.17,65.67,72.0,66.17,49.17,53.83,48.0,13.0,12.67,36.17,13.67,12.33,MID
Perparim Hetemaj,73.55,77.6,72.6,57.88,59.58,76.28,67.5,73.32,71.5,66.62,73.78,75.45,76.08,76.1,82.38,72.72,76.68,74.82,81.78,83.6,66.7,73.2,81.72,64.0,71.95,74.05,66.12,54.55,70.62,73.95,12.55,12.12,14.42,10.48,7.65,MID
Perry Kitchen,65.5,75.64,43.36,50.45,64.36,65.36,49.18,56.05,53.68,50.18,62.32,63.0,67.82,63.0,71.64,63.64,68.82,63.09,78.45,75.41,67.91,58.59,78.27,63.95,46.0,53.32,59.0,66.36,67.5,62.18,15.18,7.18,10.18,13.18,14.18,DEF
Petar Brlek,55.75,62.75,46.0,43.0,44.0,68.5,46.0,51.0,45.5,46.0,65.5,56.5,59.75,63.5,70.0,50.5,64.25,47.0,57.0,54.0,64.5,40.0,49.0,41.0,52.5,61.75,47.0,42.25,48.75,48.0,14.0,9.0,6.0,15.0,15.0,MID
Petar Sliskovic,64.39,72.61,48.67,65.89,65.17,61.78,55.0,64.72,60.0,43.0,45.11,68.44,67.56,73.39,59.11,59.28,56.06,66.72,53.67,54.67,79.28,60.22,46.17,24.0,55.44,43.17,58.89,23.11,26.67,31.0,6.22,11.56,14.11,16.0,12.44,FW
Peter Crouch,76.73,78.0,55.55,79.68,81.18,76.41,81.95,71.0,57.0,45.45,57.45,78.77,56.68,58.82,61.91,82.27,45.14,75.77,50.27,71.68,72.59,69.59,73.27,37.86,81.59,74.77,76.55,30.18,22.95,20.55,11.91,14.73,16.59,11.86,14.45,FW
Peter Czvitkovics,68.8,72.2,68.8,61.0,51.8,72.4,62.8,67.0,71.2,66.8,73.4,72.8,72.8,69.8,73.4,68.8,69.2,66.0,71.2,66.8,70.8,67.2,61.2,57.2,63.2,71.4,62.0,52.4,56.0,54.4,13.0,13.0,10.0,9.0,12.0,MID
Peter Delorge,64.14,65.0,51.86,33.43,61.57,60.86,36.0,43.57,35.0,48.29,53.71,53.0,65.14,67.43,68.14,70.0,69.86,66.57,67.43,79.71,61.14,41.29,85.0,66.29,51.86,64.29,53.29,60.29,65.0,65.14,10.43,15.57,25.71,15.57,16.71,DEF
Peter Enckelman,65.3,71.1,18.8,16.4,15.7,24.0,18.0,16.7,11.0,17.5,37.3,18.2,55.0,53.8,47.2,60.2,52.9,15.8,54.0,60.4,50.0,17.0,57.0,43.2,40.1,46.2,39.5,16.4,15.9,11.0,68.7,64.5,57.8,69.4,63.2,GK
Peter Franquart,62.83,67.83,50.0,41.33,62.67,60.83,23.0,45.33,50.0,54.0,62.17,51.67,52.5,45.42,60.0,62.08,62.5,57.0,61.42,69.25,68.0,61.33,64.83,65.5,44.0,59.67,56.0,61.67,64.25,63.83,13.0,12.33,22.83,13.0,13.0,DEF
Peter Grajciar,59.09,61.64,58.27,51.45,46.27,56.55,48.18,53.45,54.18,52.64,57.27,59.0,65.45,63.27,58.0,68.27,66.0,57.18,49.0,60.27,57.36,64.55,54.09,54.0,54.55,61.18,54.27,47.73,46.73,67.27,11.45,12.0,29.91,15.18,17.09,MID
Peter Halmosi,69.85,72.62,71.38,57.62,42.15,66.85,67.38,72.62,65.08,61.85,64.38,71.38,76.62,74.62,73.46,57.54,64.08,66.69,51.38,71.46,51.92,59.92,57.31,60.0,67.08,71.23,69.92,44.15,48.38,61.38,7.31,11.85,38.38,15.77,15.54,MID
Peter Jehle,63.31,64.62,22.15,21.92,20.46,23.0,20.15,22.54,23.15,35.31,25.54,27.62,37.54,35.77,45.0,61.31,47.23,22.77,59.38,38.38,49.15,22.85,36.31,26.85,23.0,33.62,47.31,21.77,23.38,23.46,64.46,62.31,62.15,60.23,67.31,GK
Peter Jungschlaeger,63.08,63.92,41.0,34.0,60.0,62.38,36.0,60.0,43.0,56.92,62.15,63.08,57.31,55.15,58.0,57.0,66.85,64.85,72.54,70.54,68.85,59.0,68.54,61.54,53.0,63.77,52.0,63.0,62.0,62.0,8.0,7.0,8.0,10.0,14.0,MID
Peter Kovacs,66.63,67.48,47.0,69.33,77.44,54.52,55.56,45.19,31.0,48.41,27.07,62.48,54.15,58.81,45.3,69.26,46.81,70.04,71.11,65.89,91.37,63.56,79.89,38.33,75.59,59.81,58.7,37.74,38.3,24.07,13.48,13.15,8.33,15.7,13.15,FW
Peter Loevenkrands,71.53,74.68,73.11,70.68,64.42,71.53,71.68,73.42,61.0,65.63,67.89,71.68,75.68,79.11,75.0,74.42,65.32,70.16,67.68,70.47,64.47,68.26,35.16,39.42,67.79,65.79,65.95,45.11,32.53,24.0,7.37,14.53,24.79,14.0,15.47,FW
Peter Luccin,68.69,67.92,57.85,54.54,68.38,73.46,69.0,60.23,72.0,71.38,70.15,68.15,65.77,64.54,65.0,66.38,65.0,65.23,68.54,64.0,71.23,65.62,85.15,68.31,58.69,51.0,71.54,62.54,65.69,56.0,14.0,12.85,40.0,10.15,5.46,MID
Peter MacDonald,61.0,61.6,34.0,63.0,58.0,61.0,52.0,58.0,58.0,62.0,45.0,60.0,61.0,62.0,71.0,61.0,66.0,62.0,71.0,70.0,70.0,53.0,57.0,34.8,60.8,57.0,60.0,23.0,23.0,25.0,7.8,14.0,27.6,11.6,12.8,MID
Peter Niemeyer,70.88,73.19,51.0,50.46,74.35,68.73,41.15,50.23,52.92,44.69,59.85,63.27,53.92,53.04,50.31,71.42,52.92,64.15,67.38,75.0,79.08,51.5,77.5,73.58,45.31,63.81,58.0,75.19,76.5,72.65,14.46,7.88,17.12,12.92,12.04,DEF
Peter Odemwingie,74.6,76.76,65.44,76.92,72.12,74.44,74.36,76.2,73.6,70.64,58.24,74.76,79.88,77.24,76.56,75.2,68.2,79.28,78.76,74.96,71.36,75.44,68.04,38.48,77.48,64.56,71.0,26.96,31.24,21.36,13.4,8.32,21.28,9.16,15.8,FW
Peter Pawlett,63.68,70.46,62.54,51.29,33.18,59.07,51.61,68.79,23.18,24.18,45.71,65.68,82.07,82.86,75.79,55.89,72.25,61.0,70.14,71.14,60.96,48.79,56.86,23.18,61.43,62.46,56.89,31.46,19.39,17.82,7.43,15.93,15.75,15.93,8.79,MID
Peter Pekarik,73.16,75.68,72.42,39.68,55.53,71.63,51.58,69.47,58.21,42.95,64.0,72.95,76.11,71.58,71.79,73.63,74.47,58.21,75.26,76.74,67.05,45.68,68.95,70.32,49.79,51.37,49.68,75.32,76.95,79.53,10.11,12.95,22.11,10.42,11.26,DEF
Peter Sladek,62.0,65.5,62.0,63.0,57.0,64.0,65.0,59.0,52.0,50.0,59.0,60.0,61.0,65.0,58.0,58.0,57.0,67.0,60.0,63.0,72.0,64.0,62.0,41.0,66.0,64.0,70.0,25.0,37.0,27.0,11.0,14.0,14.0,15.0,15.0,MID
Peter van der Heyden,68.11,73.11,64.11,37.0,68.78,66.33,52.0,54.0,35.0,63.33,57.33,64.0,67.44,70.56,60.11,66.67,68.0,72.11,64.67,77.78,72.22,58.33,70.22,67.67,63.89,67.11,64.67,67.22,69.67,66.56,6.33,16.89,40.67,15.0,16.0,DEF
Peter van der Vlag,60.2,60.2,20.0,22.2,20.6,27.2,23.4,20.6,20.2,22.4,24.2,31.6,32.4,28.0,25.0,55.2,25.0,23.8,64.0,27.0,66.4,23.0,30.2,24.2,21.8,23.8,22.2,23.2,22.2,22.6,60.2,65.2,64.2,61.6,55.2,GK
Peter van Ooijen,64.8,73.2,70.1,58.1,56.1,73.1,39.1,65.1,52.1,52.1,68.2,71.1,65.0,68.4,64.4,62.3,68.0,65.5,66.6,61.8,61.0,66.7,44.1,60.3,50.2,60.1,58.1,63.1,65.1,63.8,14.1,10.1,10.1,8.1,6.1,MID
Peter Whittingham,71.56,74.6,75.08,66.68,56.6,75.8,75.56,68.68,77.64,76.68,71.68,74.88,64.72,68.32,77.12,71.04,76.04,72.32,59.6,74.32,50.56,71.64,45.8,51.08,66.2,71.0,76.76,45.64,55.8,46.6,15.0,7.92,17.6,13.48,9.4,MID
Peter Wisgerhof,71.18,71.76,36.0,31.65,69.94,60.12,31.29,49.29,33.29,41.47,65.59,58.65,51.18,50.53,45.76,69.29,67.41,56.06,72.88,62.06,77.94,52.71,68.06,73.0,47.41,56.35,64.53,75.06,71.12,69.65,8.88,10.82,27.18,13.35,13.59,DEF
Petit,75.5,79.6,64.7,55.1,61.0,79.1,59.0,56.6,61.0,76.6,71.7,70.6,62.3,60.6,67.0,75.7,71.8,84.9,63.8,75.4,75.0,79.4,84.7,83.9,76.8,74.2,78.8,76.8,80.9,76.8,8.2,17.9,44.9,15.5,14.2,DEF
